review_id,restaurant_name,cuisine_type,city,rating,delivery_time_mins,order_value_inr,review_text,sentiment_label
ZR-0530,Burger King,Italian,Hyderabad,3,85,86.0,"Food arrived on time, taste was standard, nothing memorable about it",Neutral
ZR-0531,Mainland China,South Indian,Bangalore,3,90,763.0,Nothing to complain about but nothing to rave about either,Neutral
ZR-0532,Rebel Foods,Mughlai,Hyderabad,4,33,515.0,"Quick delivery in just 20 minutes, food was still piping hot",Positive
ZR-0533,Paradise Biryani,Fast Food,Jaipur,4,63,691.0,"Pizza was crispy and loaded with toppings, delivered before estimated time",Positive
ZR-0534,Dominos,Fast Food,Bangalore,4,25,756.0,"Burger was juicy and well assembled, fries were crispy not soggy",Positive
ZR-0535,Oven Story,South Indian,Chennai,5,88,930.0,"Pasta was cooked perfectly al dente, sauce was rich and creamy",Positive
ZR-0536,Mandarin Oak,South Indian,Chennai,4,40,1146.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-0537,Paradise Biryani,Continental,Kolkata,5,42,109.0,"Momos were steaming hot and chutney was perfect, great combo",Positive
ZR-0538,Social,Chinese,Kolkata,3,26,247.0,"Decent meal, not great not terrible, packaging could be improved",Neutral
ZR-0539,Social,Chinese,Delhi,4,93,678.0,"Delivery executive was very courteous, food was well packed and tasty",Positive
ZR-0540,Paradise Biryani,Mughlai,Pune,4,62,695.0,"Fresh ingredients, great taste, zero complaints, highly recommended",Positive
ZR-0541,Oven Story,Mughlai,Mumbai,5,57,100.0,"Best biryani I have ever ordered, rice was perfectly cooked and portions were generous",Positive
ZR-0542,Social,Continental,Jaipur,2,94,805.0,"Quantity was extremely less for the price, felt cheated completely",Negative
ZR-0543,Mandarin Oak,Mughlai,Jaipur,5,39,813.0,"Dessert was incredible, gulab jamun arrived warm and was not too sweet",Positive
ZR-0544,Fasoos,Biryani,Hyderabad,4,82,1127.0,"Arrived hot and fresh, taste was amazing, will definitely order again",Positive
ZR-0545,Barbeque Nation,Chinese,Chennai,3,48,266.0,Taste was okay but a bit too salty for my preference,Neutral
ZR-0546,Saravana Bhavan,South Indian,Jaipur,4,66,831.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-0547,Barbeque Nation,North Indian,Pune,5,42,684.0,"Excellent food quality, delivery partner was polite and on time",Positive
ZR-0548,Wow Momo,South Indian,Kolkata,3,50,884.0,"First time ordering here, food was decent, might try again sometime",Neutral
ZR-0549,Burger King,Mughlai,Mumbai,4,91,543.0,"Fresh ingredients, great taste, zero complaints, highly recommended",Positive
ZR-0550,Rebel Foods,Mughlai,Bangalore,2,89,218.0,"Spice level was nothing like what was mentioned, food was tasteless",Negative
ZR-0551,Paradise Biryani,Fast Food,Hyderabad,5,53,668.0,"Healthy salad bowl was fresh and filling, dressing was perfect",Positive
ZR-0552,Chai Point,Italian,Delhi,5,70,969.0,"Delivery executive was very courteous, food was well packed and tasty",Positive
ZR-0553,KFC,Chinese,Chennai,2,70,1158.0,Delivery took over 90 minutes and food was stale when it arrived,Negative
ZR-0554,Oven Story,South Indian,Chennai,4,21,994.0,"Prawns were fresh and gravy was perfectly spiced, excellent seafood",Positive
ZR-0555,Oven Story,Biryani,Mumbai,4,59,789.0,"Healthy salad bowl was fresh and filling, dressing was perfect",Positive
ZR-0556,KFC,Chinese,Hyderabad,5,36,997.0,"Prawns were fresh and gravy was perfectly spiced, excellent seafood",Positive
ZR-0557,Oven Story,Mughlai,Kolkata,5,23,969.0,"Dal makhani tasted just like restaurant, packaging was very secure",Positive
ZR-0558,Barbeque Nation,Continental,Kolkata,4,56,1088.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-0559,The Beer Cafe,Continental,Bangalore,3,40,366.0,"Average taste, expected better for the price but portion size was fine",Neutral
ZR-0560,Social,Mughlai,Pune,3,38,1001.0,Portion size was small for the price but taste was satisfactory,Neutral
ZR-0561,Dominos,Mughlai,Bangalore,4,88,987.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-0562,Haldirams,Italian,Kolkata,5,88,586.0,"Arrived hot and fresh, taste was amazing, will definitely order again",Positive
ZR-0563,KFC,Biryani,Pune,4,61,343.0,"Loved every bite, quantity was good and price was very reasonable",Positive
ZR-0564,Fasoos,Fast Food,Jaipur,5,47,323.0,"Sandwich was fresh and tasty, delivery was quick and contactless",Positive
ZR-0565,Rebel Foods,North Indian,Jaipur,1,62,430.0,Delivery took over 90 minutes and food was stale when it arrived,Negative
ZR-0566,Behrouz Biryani,Mughlai,Jaipur,3,85,692.0,"Tried their special dish, was not as good as described but passable",Neutral
ZR-0567,Mandarin Oak,Biryani,Delhi,3,92,788.0,"Food arrived on time, taste was standard, nothing memorable about it",Neutral
ZR-0568,Box8,Biryani,Pune,1,39,1186.0,Delivery person was very rude and threw the bag at the door,Negative
ZR-0569,Subway,North Indian,Delhi,2,32,533.0,"Spice level was nothing like what was mentioned, food was tasteless",Negative
ZR-0570,Box8,Continental,Hyderabad,4,53,891.0,"Delivery executive was very courteous, food was well packed and tasty",Positive
ZR-0571,Box8,Mughlai,Hyderabad,1,38,224.0,"Received completely different restaurant food, mix up ruined our dinner",Negative
ZR-0572,Behrouz Biryani,North Indian,Jaipur,1,56,1094.0,"Wrong order delivered, called customer care but got no response",Negative
ZR-0573,Oven Story,Continental,Bangalore,5,50,176.0,"Prawns were fresh and gravy was perfectly spiced, excellent seafood",Positive
ZR-0574,Rebel Foods,South Indian,Kolkata,5,17,529.0,"Thali was wholesome and filling, loved the variety of dishes included",Positive
ZR-0575,Subway,Chinese,Chennai,3,84,478.0,"Average taste, expected better for the price but portion size was fine",Neutral
ZR-0576,Box8,Chinese,Delhi,1,63,1012.0,"Never using Zomato again, third bad experience in a row this month",Negative
ZR-0577,Dominos,Mughlai,Delhi,5,58,342.0,"Coffee arrived hot with great flavour, perfect for a lazy morning",Positive
ZR-0578,Paradise Biryani,Continental,Delhi,4,86,809.0,"Woke up craving dosa and this place nailed it, crispy and golden",Positive
ZR-0579,Rebel Foods,South Indian,Hyderabad,4,72,453.0,"Ordered for office lunch, entire team loved it, will order again",Positive
ZR-0580,Haldirams,Fast Food,Kolkata,5,58,821.0,"Paneer butter masala was outstanding, naan was soft and fresh",Positive
ZR-0581,Box8,Biryani,Hyderabad,4,44,454.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-0582,Pizza Hut,North Indian,Chennai,4,72,1153.0,"Dal makhani tasted just like restaurant, packaging was very secure",Positive
ZR-0583,Pizza Hut,Continental,Hyderabad,2,45,925.0,"Quantity was extremely less for the price, felt cheated completely",Negative
ZR-0584,Rebel Foods,Continental,Jaipur,2,76,553.0,"Food was extremely oily and heavy, felt sick immediately after eating",Positive
ZR-0585,Dominos,North Indian,Bangalore,5,26,469.0,"Dal makhani tasted just like restaurant, packaging was very secure",Positive
ZR-0586,Mainland China,Fast Food,Kolkata,5,17,1118.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-0587,Behrouz Biryani,South Indian,Jaipur,3,19,906.0,"Got what I ordered, no issues with delivery, food was just okay",Neutral
ZR-0588,Fasoos,Italian,Chennai,5,79,1023.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-0589,The Beer Cafe,Biryani,Kolkata,4,84,368.0,"Best biryani I have ever ordered, rice was perfectly cooked and portions were generous",Positive
ZR-0590,Mainland China,South Indian,Kolkata,5,46,223.0,"Healthy salad bowl was fresh and filling, dressing was perfect",Positive
ZR-0591,Pizza Hut,South Indian,Chennai,5,52,258.0,"Sandwich was fresh and tasty, delivery was quick and contactless",Positive
ZR-0592,Mainland China,Chinese,Hyderabad,1,50,420.0,"Worst biryani ever, rice was undercooked and meat was rubbery",Negative
ZR-0593,Haldirams,Biryani,Bangalore,3,80,507.0,"Neither good nor bad, just a regular meal without any wow factor",Neutral
ZR-0594,Wow Momo,North Indian,Hyderabad,3,87,651.0,Portion size was small for the price but taste was satisfactory,Neutral
ZR-0595,Paradise Biryani,Mughlai,Bangalore,5,76,581.0,"Arrived hot and fresh, taste was amazing, will definitely order again",Positive
ZR-0596,Behrouz Biryani,South Indian,Delhi,4,69,261.0,"South Indian combo was authentic, sambar and chutney were spot on",Negative
ZR-0597,Social,Chinese,Mumbai,5,29,1191.0,"Prawns were fresh and gravy was perfectly spiced, excellent seafood",Positive
ZR-0598,Dominos,Chinese,Chennai,5,26,1122.0,"Momos were steaming hot and chutney was perfect, great combo",Positive
ZR-0599,Behrouz Biryani,South Indian,Chennai,1,59,506.0,"Wrong order delivered, called customer care but got no response",Negative
ZR-0600,Burger King,South Indian,Chennai,5,44,888.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-0601,Barbeque Nation,Mughlai,Bangalore,2,21,421.0,"Received completely different restaurant food, mix up ruined our dinner",Negative
ZR-0602,Dominos,Chinese,Jaipur,1,35,106.0,"Fried rice was dry and flavourless, seemed like leftover reheated food",Negative
ZR-0603,Wow Momo,South Indian,Bangalore,2,49,468.0,"Pizza was soggy and cold, crust was like cardboard, very disappointing",Negative
ZR-0604,Wow Momo,North Indian,Mumbai,5,24,1001.0,"Woke up craving dosa and this place nailed it, crispy and golden",Positive
ZR-0605,Mandarin Oak,Chinese,Kolkata,2,68,431.0,Delivery took over 90 minutes and food was stale when it arrived,Negative
ZR-0606,KFC,Italian,Kolkata,4,79,759.0,"Best biryani I have ever ordered, rice was perfectly cooked and portions were generous",Positive
ZR-0607,Box8,Biryani,Pune,5,66,643.0,"Dal makhani tasted just like restaurant, packaging was very secure",Positive
ZR-0608,Wow Momo,Chinese,Mumbai,4,39,826.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-0609,Barbeque Nation,South Indian,Kolkata,2,35,109.0,"Fried rice was dry and flavourless, seemed like leftover reheated food",Negative
ZR-0610,Box8,Fast Food,Chennai,2,82,170.0,"Paneer was smelly and clearly not fresh, fell sick after eating",Negative
ZR-0611,Pizza Hut,Italian,Pune,5,27,1129.0,"Sandwich was fresh and tasty, delivery was quick and contactless",Positive
ZR-0612,Dominos,Mughlai,Hyderabad,5,74,1034.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-0613,Oven Story,Italian,Hyderabad,1,57,774.0,"App showed 30 mins but took 2 hours, no update or apology given",Negative
ZR-0614,Mainland China,Italian,Mumbai,5,45,149.0,"Food was absolutely delicious, delivery was super fast and packaging was neat",Positive
ZR-0615,Behrouz Biryani,Fast Food,Mumbai,5,24,317.0,"Momos were steaming hot and chutney was perfect, great combo",Positive
ZR-0616,Chai Point,South Indian,Chennai,4,64,145.0,"Healthy salad bowl was fresh and filling, dressing was perfect",Positive
ZR-0617,Fasoos,Mughlai,Kolkata,5,87,562.0,"Coffee arrived hot with great flavour, perfect for a lazy morning",Positive
ZR-0618,Wow Momo,North Indian,Bangalore,2,35,216.0,"Wrong order delivered, called customer care but got no response",Negative
ZR-0619,Barbeque Nation,Fast Food,Kolkata,3,21,855.0,"Tried their special dish, was not as good as described but passable",Neutral
ZR-0620,Subway,Chinese,Bangalore,1,18,789.0,"Delivery bag seal was broken, clearly tampered with, very unsafe",Negative
ZR-0621,Oven Story,Continental,Mumbai,3,66,275.0,"Average taste, expected better for the price but portion size was fine",Neutral
ZR-0622,KFC,Continental,Pune,5,52,557.0,"Dal makhani tasted just like restaurant, packaging was very secure",Positive
ZR-0623,Chai Point,South Indian,Hyderabad,2,77,584.0,"Order marked delivered but never received, refund process is horrible",Negative
ZR-0624,Rebel Foods,Chinese,Bangalore,2,21,669.0,"Wrong order delivered, called customer care but got no response",Negative
ZR-0625,Rebel Foods,Continental,Pune,4,85,902.0,"Quick delivery in just 20 minutes, food was still piping hot",Positive
ZR-0626,Pizza Hut,Mughlai,Hyderabad,5,69,546.0,"Sandwich was fresh and tasty, delivery was quick and contactless",Positive
ZR-0627,Mandarin Oak,South Indian,Bangalore,4,93,732.0,"Pasta was cooked perfectly al dente, sauce was rich and creamy",Positive
ZR-0628,KFC,Italian,Mumbai,5,53,773.0,"Ordered for office lunch, entire team loved it, will order again",Positive
ZR-0629,Subway,Fast Food,Hyderabad,3,67,978.0,"Decent meal, not great not terrible, packaging could be improved",Neutral
ZR-0630,Behrouz Biryani,Chinese,Chennai,5,50,496.0,"Coffee arrived hot with great flavour, perfect for a lazy morning",Neutral
ZR-0631,Barbeque Nation,South Indian,Hyderabad,3,25,589.0,"Food arrived on time, taste was standard, nothing memorable about it",Neutral
ZR-0632,Behrouz Biryani,South Indian,Delhi,5,69,247.0,"Excellent food quality, delivery partner was polite and on time",Positive
ZR-0633,Chai Point,Chinese,Hyderabad,2,48,444.0,Delivery took over 90 minutes and food was stale when it arrived,Negative
ZR-0634,Box8,Biryani,Bangalore,5,66,1043.0,"Burger was juicy and well assembled, fries were crispy not soggy",Positive
ZR-0635,Oven Story,Mughlai,Hyderabad,4,56,1079.0,"Food was absolutely delicious, delivery was super fast and packaging was neat",Positive
ZR-0636,Fasoos,South Indian,Pune,5,31,818.0,"Arrived hot and fresh, taste was amazing, will definitely order again",Positive
ZR-0637,Social,Continental,Kolkata,5,16,570.0,"Pasta was cooked perfectly al dente, sauce was rich and creamy",Negative
ZR-0638,Dominos,Chinese,Kolkata,3,24,1122.0,"Food was okay, nothing special but edible and delivery was on time",Neutral
ZR-0639,Barbeque Nation,Biryani,Chennai,3,35,1004.0,Delivery was prompt but food quality was just average honestly,Neutral
ZR-0640,Social,Biryani,Hyderabad,4,22,1083.0,"Paneer butter masala was outstanding, naan was soft and fresh",Negative
ZR-0641,Box8,North Indian,Jaipur,4,93,1076.0,"Dessert was incredible, gulab jamun arrived warm and was not too sweet",Positive
ZR-0642,The Beer Cafe,Italian,Kolkata,4,59,248.0,"Pizza was crispy and loaded with toppings, delivered before estimated time",Positive
ZR-0643,Dominos,Continental,Mumbai,5,79,576.0,"Dal makhani tasted just like restaurant, packaging was very secure",Positive
ZR-0644,Saravana Bhavan,Fast Food,Jaipur,1,86,175.0,"Burger patty was raw in the middle, completely unacceptable hygiene",Negative
ZR-0645,Behrouz Biryani,Chinese,Chennai,5,65,160.0,"Coffee arrived hot with great flavour, perfect for a lazy morning",Positive
ZR-0646,Fasoos,Biryani,Mumbai,1,19,650.0,"Order marked delivered but never received, refund process is horrible",Negative
ZR-0647,Rebel Foods,Chinese,Hyderabad,4,45,412.0,"Thali was wholesome and filling, loved the variety of dishes included",Positive
ZR-0648,Wow Momo,North Indian,Chennai,3,29,1135.0,Delivery was prompt but food quality was just average honestly,Neutral
ZR-0649,Mandarin Oak,Fast Food,Kolkata,5,65,275.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-0650,Saravana Bhavan,Fast Food,Pune,1,22,377.0,"Pizza was soggy and cold, crust was like cardboard, very disappointing",Negative
ZR-0651,Saravana Bhavan,Chinese,Pune,1,22,942.0,Food arrived completely cold and one item was missing from the order,Negative
ZR-0652,Mandarin Oak,Biryani,Jaipur,4,80,827.0,"Loved every bite, quantity was good and price was very reasonable",Positive
ZR-0653,Behrouz Biryani,Italian,Hyderabad,1,50,769.0,"Burger patty was raw in the middle, completely unacceptable hygiene",Positive
ZR-0654,Oven Story,Italian,Pune,5,55,1155.0,"Coffee arrived hot with great flavour, perfect for a lazy morning",Positive
ZR-0655,Behrouz Biryani,North Indian,Pune,4,24,975.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-0656,The Beer Cafe,South Indian,Delhi,3,16,754.0,"Decent meal, not great not terrible, packaging could be improved",Neutral
ZR-0657,Saravana Bhavan,Continental,Pune,4,30,989.0,"Momos were steaming hot and chutney was perfect, great combo",Positive
ZR-0658,Mandarin Oak,Chinese,Pune,5,25,129.0,"Excellent food quality, delivery partner was polite and on time",Positive
ZR-0659,Mandarin Oak,Fast Food,Jaipur,1,32,332.0,"Delivery bag seal was broken, clearly tampered with, very unsafe",Negative
ZR-0660,Saravana Bhavan,Italian,Pune,4,73,696.0,"Prawns were fresh and gravy was perfectly spiced, excellent seafood",Positive
ZR-0661,Mandarin Oak,Chinese,Chennai,4,36,387.0,"Quick delivery in just 20 minutes, food was still piping hot",Positive
ZR-0662,Mandarin Oak,North Indian,Kolkata,5,58,301.0,"Woke up craving dosa and this place nailed it, crispy and golden",Negative
ZR-0663,Social,South Indian,Hyderabad,5,35,400.0,"South Indian combo was authentic, sambar and chutney were spot on",Positive
ZR-0664,Dominos,Italian,Bangalore,5,53,1028.0,"Paneer butter masala was outstanding, naan was soft and fresh",Positive
ZR-0665,Barbeque Nation,Fast Food,Bangalore,5,32,792.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-0666,Dominos,South Indian,Hyderabad,3,22,918.0,"Food was okay, nothing special but edible and delivery was on time",Neutral
ZR-0667,Subway,North Indian,Mumbai,4,37,815.0,"Pizza was crispy and loaded with toppings, delivered before estimated time",Positive
ZR-0668,Social,Continental,Delhi,2,36,1183.0,Charged extra on bill compared to what was shown on the menu,Negative
ZR-0669,Social,South Indian,Kolkata,5,43,895.0,"Burger was juicy and well assembled, fries were crispy not soggy",Positive
ZR-0670,Barbeque Nation,Chinese,Hyderabad,1,93,183.0,"App showed 30 mins but took 2 hours, no update or apology given",Negative
ZR-0671,Behrouz Biryani,Biryani,Mumbai,5,93,647.0,"Arrived hot and fresh, taste was amazing, will definitely order again",Positive
ZR-0672,KFC,South Indian,Bangalore,5,91,543.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-0673,Mainland China,South Indian,Delhi,5,70,765.0,"Quick delivery in just 20 minutes, food was still piping hot",Positive
ZR-0674,Haldirams,North Indian,Jaipur,1,37,852.0,"Worst biryani ever, rice was undercooked and meat was rubbery",Negative
ZR-0675,Fasoos,Chinese,Kolkata,5,39,932.0,"Delivery executive was very courteous, food was well packed and tasty",Positive
ZR-0676,Mainland China,Continental,Hyderabad,2,72,90.0,"Packaging was broken, gravy spilled all over the bag, total mess",Negative
ZR-0677,Pizza Hut,Biryani,Chennai,3,19,1067.0,Portion size was small for the price but taste was satisfactory,Neutral
ZR-0678,Oven Story,Mughlai,Kolkata,3,78,976.0,Delivery was prompt but food quality was just average honestly,Neutral
ZR-0679,Pizza Hut,South Indian,Kolkata,2,24,911.0,Delivery took over 90 minutes and food was stale when it arrived,Negative
ZR-0680,Rebel Foods,Italian,Jaipur,5,41,850.0,"Ordered for office lunch, entire team loved it, will order again",Positive
ZR-0681,Social,South Indian,Chennai,4,23,701.0,"Food was absolutely delicious, delivery was super fast and packaging was neat",Positive
ZR-0682,Social,Mughlai,Kolkata,1,72,120.0,"Packaging was broken, gravy spilled all over the bag, total mess",Negative
ZR-0683,Dominos,Chinese,Kolkata,5,28,919.0,"Ordered for office lunch, entire team loved it, will order again",Positive
ZR-0684,Burger King,North Indian,Jaipur,5,34,446.0,"Burger was juicy and well assembled, fries were crispy not soggy",Positive
ZR-0685,Saravana Bhavan,Biryani,Hyderabad,2,84,1062.0,Charged extra on bill compared to what was shown on the menu,Negative
ZR-0686,Dominos,South Indian,Bangalore,5,18,512.0,"Best biryani I have ever ordered, rice was perfectly cooked and portions were generous",Positive
ZR-0687,Subway,North Indian,Hyderabad,4,24,1073.0,"Sandwich was fresh and tasty, delivery was quick and contactless",Positive
ZR-0688,Social,Italian,Jaipur,4,51,823.0,"Coffee arrived hot with great flavour, perfect for a lazy morning",Positive
ZR-0689,Rebel Foods,Chinese,Mumbai,1,35,113.0,"Paneer was smelly and clearly not fresh, fell sick after eating",Negative
ZR-0690,Chai Point,Italian,Delhi,2,74,970.0,"Never using Zomato again, third bad experience in a row this month",Negative
ZR-0691,Oven Story,Italian,Kolkata,1,85,619.0,"Wrong order delivered, called customer care but got no response",Positive
ZR-0692,Subway,South Indian,Bangalore,4,94,332.0,"South Indian combo was authentic, sambar and chutney were spot on",Positive
ZR-0693,The Beer Cafe,Biryani,Pune,5,38,838.0,"Sandwich was fresh and tasty, delivery was quick and contactless",Positive
ZR-0694,Rebel Foods,Continental,Mumbai,5,45,106.0,"Pasta was cooked perfectly al dente, sauce was rich and creamy",Positive
ZR-0695,Saravana Bhavan,South Indian,Bangalore,3,77,166.0,"Food arrived on time, taste was standard, nothing memorable about it",Neutral
ZR-0696,Haldirams,Fast Food,Chennai,1,90,959.0,"Never using Zomato again, third bad experience in a row this month",Negative
ZR-0697,Fasoos,Mughlai,Jaipur,5,45,1004.0,"Pizza was crispy and loaded with toppings, delivered before estimated time",Positive
ZR-0698,Fasoos,Continental,Delhi,4,59,245.0,"Quick delivery in just 20 minutes, food was still piping hot",Positive
ZR-0699,Fasoos,Italian,Pune,3,69,344.0,"Food arrived on time, taste was standard, nothing memorable about it",Neutral
ZR-0700,Behrouz Biryani,Fast Food,Chennai,4,61,1198.0,"Woke up craving dosa and this place nailed it, crispy and golden",Positive
ZR-0701,Burger King,Biryani,Chennai,5,59,274.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-0702,Oven Story,Italian,Bangalore,4,34,960.0,"Thali was wholesome and filling, loved the variety of dishes included",Positive
ZR-0703,Burger King,Fast Food,Jaipur,1,84,1190.0,"Paneer was smelly and clearly not fresh, fell sick after eating",Negative
ZR-0704,Barbeque Nation,Italian,Bangalore,5,23,1144.0,"Woke up craving dosa and this place nailed it, crispy and golden",Positive
ZR-0705,The Beer Cafe,Mughlai,Kolkata,2,75,1177.0,"Quantity was extremely less for the price, felt cheated completely",Negative
ZR-0706,Pizza Hut,South Indian,Delhi,2,84,660.0,"Spice level was nothing like what was mentioned, food was tasteless",Negative
ZR-0707,Mandarin Oak,North Indian,Delhi,3,33,370.0,Portion size was small for the price but taste was satisfactory,Neutral
ZR-0708,Wow Momo,North Indian,Hyderabad,4,83,1023.0,"Loved every bite, quantity was good and price was very reasonable",Positive
ZR-0709,Burger King,Italian,Pune,2,63,567.0,Delivery took over 90 minutes and food was stale when it arrived,Negative
ZR-0710,Behrouz Biryani,South Indian,Kolkata,5,84,787.0,"Momos were steaming hot and chutney was perfect, great combo",Positive
ZR-0711,Social,Chinese,Jaipur,1,53,636.0,"Found a hair in my food, absolutely disgusting, will never order again",Negative
ZR-0712,Burger King,Chinese,Pune,4,71,88.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-0713,Behrouz Biryani,Biryani,Bangalore,1,60,763.0,"Delivery bag seal was broken, clearly tampered with, very unsafe",Negative
ZR-0714,Wow Momo,Italian,Hyderabad,2,45,1113.0,"Waited 2 hours for delivery, food was cold and looked nothing like photo",Negative
ZR-0715,Behrouz Biryani,North Indian,Kolkata,4,44,397.0,"Ordered for office lunch, entire team loved it, will order again",Positive
ZR-0716,Wow Momo,North Indian,Delhi,1,21,357.0,"Burger patty was raw in the middle, completely unacceptable hygiene",Negative
ZR-0717,Haldirams,Biryani,Chennai,5,24,385.0,"Pizza was crispy and loaded with toppings, delivered before estimated time",Positive
ZR-0718,Chai Point,Biryani,Jaipur,5,91,380.0,"Burger was juicy and well assembled, fries were crispy not soggy",Positive
ZR-0719,Behrouz Biryani,South Indian,Kolkata,2,70,132.0,Charged extra on bill compared to what was shown on the menu,Negative
ZR-0720,Pizza Hut,Biryani,Pune,4,71,467.0,"Coffee arrived hot with great flavour, perfect for a lazy morning",Positive
ZR-0721,Burger King,Fast Food,Bangalore,3,21,177.0,"Got what I ordered, no issues with delivery, food was just okay",Neutral
ZR-0722,Pizza Hut,Biryani,Chennai,3,46,823.0,"Got what I ordered, no issues with delivery, food was just okay",Neutral
ZR-0723,Paradise Biryani,North Indian,Hyderabad,5,29,1068.0,"Loved every bite, quantity was good and price was very reasonable",Positive
ZR-0724,Social,North Indian,Delhi,4,40,549.0,"Burger was juicy and well assembled, fries were crispy not soggy",Positive
ZR-0725,Subway,Continental,Kolkata,3,71,634.0,Taste was okay but a bit too salty for my preference,Neutral
ZR-0726,Wow Momo,Fast Food,Hyderabad,5,83,813.0,"Woke up craving dosa and this place nailed it, crispy and golden",Negative
ZR-0727,The Beer Cafe,Fast Food,Jaipur,2,63,600.0,"Noodles were clumped together in one solid block, clearly overcooked",Negative
ZR-0728,Rebel Foods,Biryani,Delhi,5,26,471.0,"Fresh ingredients, great taste, zero complaints, highly recommended",Positive
ZR-0729,KFC,Chinese,Chennai,1,64,886.0,"Burger patty was raw in the middle, completely unacceptable hygiene",Negative
ZR-0730,Pizza Hut,Italian,Pune,4,85,846.0,"Delivery executive was very courteous, food was well packed and tasty",Positive
ZR-0731,Burger King,Fast Food,Pune,4,38,209.0,"Dessert was incredible, gulab jamun arrived warm and was not too sweet",Positive
ZR-0732,Fasoos,Mughlai,Bangalore,5,72,688.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-0733,Chai Point,Mughlai,Bangalore,5,63,689.0,"Delivery executive was very courteous, food was well packed and tasty",Positive
ZR-0734,Haldirams,Biryani,Kolkata,1,84,1029.0,"Fried rice was dry and flavourless, seemed like leftover reheated food",Negative
ZR-0735,Chai Point,Chinese,Delhi,4,19,1139.0,"Best biryani I have ever ordered, rice was perfectly cooked and portions were generous",Positive
ZR-0736,KFC,Chinese,Jaipur,5,80,189.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-0737,KFC,Mughlai,Bangalore,5,65,809.0,"Prawns were fresh and gravy was perfectly spiced, excellent seafood",Positive
ZR-0738,Behrouz Biryani,North Indian,Pune,4,54,205.0,"Delivery executive was very courteous, food was well packed and tasty",Positive
ZR-0739,Social,Chinese,Delhi,3,78,969.0,Acceptable quality but overpriced compared to similar options nearby,Neutral
ZR-0740,Haldirams,Continental,Delhi,4,46,370.0,"Healthy salad bowl was fresh and filling, dressing was perfect",Positive
ZR-0741,Behrouz Biryani,Continental,Jaipur,2,82,928.0,"Waited 2 hours for delivery, food was cold and looked nothing like photo",Negative
ZR-0742,KFC,North Indian,Pune,4,93,1065.0,"Best biryani I have ever ordered, rice was perfectly cooked and portions were generous",Positive
ZR-0743,Behrouz Biryani,North Indian,Hyderabad,5,41,1140.0,"Healthy salad bowl was fresh and filling, dressing was perfect",Positive
ZR-0744,Pizza Hut,Fast Food,Hyderabad,4,42,945.0,"Delivery executive was very courteous, food was well packed and tasty",Positive
ZR-0745,Box8,Chinese,Chennai,1,39,185.0,"Wrong order delivered, called customer care but got no response",Negative
ZR-0746,Haldirams,Fast Food,Jaipur,3,58,683.0,"Average experience overall, food was lukewarm when it arrived",Neutral
ZR-0747,Dominos,Mughlai,Pune,4,20,497.0,"Ordered for office lunch, entire team loved it, will order again",Positive
ZR-0748,Wow Momo,North Indian,Kolkata,4,64,185.0,"Healthy salad bowl was fresh and filling, dressing was perfect",Positive
ZR-0749,Behrouz Biryani,Italian,Delhi,4,25,308.0,"Dal makhani tasted just like restaurant, packaging was very secure",Positive
ZR-0750,Fasoos,Fast Food,Bangalore,4,38,479.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-0751,Paradise Biryani,North Indian,Chennai,5,86,974.0,"Burger was juicy and well assembled, fries were crispy not soggy",Positive
ZR-0752,Rebel Foods,North Indian,Mumbai,4,62,1085.0,"Best biryani I have ever ordered, rice was perfectly cooked and portions were generous",Positive
ZR-0753,Social,Biryani,Bangalore,4,74,859.0,"Dessert was incredible, gulab jamun arrived warm and was not too sweet",Positive
ZR-0754,Haldirams,Biryani,Mumbai,5,21,767.0,"Prawns were fresh and gravy was perfectly spiced, excellent seafood",Positive
ZR-0755,Haldirams,Chinese,Chennai,3,41,390.0,"Got what I ordered, no issues with delivery, food was just okay",Neutral
ZR-0756,Rebel Foods,Biryani,Bangalore,5,47,750.0,"Excellent food quality, delivery partner was polite and on time",Positive
ZR-0757,The Beer Cafe,Biryani,Hyderabad,1,22,1081.0,"Packaging was broken, gravy spilled all over the bag, total mess",Negative
